dst_host_srv_count,dst_host_diff_srv_rate,flag,srv_serror_rate,serror_rate,Malicious
8,0.06,4,1.0,1.0,1
1,0.92,6,1.0,1.0,1
5,0.06,4,1.0,1.0,1
90,0.0,2,0.0,0.0,1
5,0.07,4,1.0,1.0,1
1,0.07,4,1.0,1.0,1
6,0.06,4,1.0,1.0,1
4,0.09,1,0.0,0.0,1
7,0.05,4,1.0,1.0,1
25,0.05,4,1.0,1.0,1
20,0.07,4,1.0,1.0,1
101,0.0,2,0.0,0.0,1
4,0.06,4,1.0,1.0,1
14,0.07,4,1.0,1.0,1
29,0.0,2,0.0,0.0,1
1,1.0,1,0.0,0.06,1
2,1.0,1,0.0,0.0,1
6,0.06,4,1.0,1.0,1
63,0.02,4,1.0,1.0,1
7,0.64,2,0.0,0.0,1
3,0.07,4,1.0,1.0,1
5,0.07,4,1.0,1.0,1
16,0.07,1,0.0,0.0,1
8,0.08,4,1.0,1.0,1
11,0.02,2,0.0,0.0,1
16,0.05,4,1.0,1.0,1
2,0.74,5,0.0,0.0,1
7,0.05,4,1.0,1.0,1
4,0.07,4,1.0,1.0,1
2,0.07,4,1.0,1.0,1
3,0.08,4,1.0,1.0,1
17,0.07,4,1.0,1.0,1
88,0.11,2,0.0,0.0,1
255,0.0,2,0.0,0.0,1
13,0.06,1,0.0,0.0,1
18,0.08,4,1.0,1.0,1
21,0.05,4,1.0,1.0,1
14,0.07,1,0.0,0.0,1
14,0.07,1,0.0,0.0,1
11,0.07,4,1.0,1.0,1
1,0.91,1,0.0,0.08,1
1,0.64,2,0.0,0.0,1
166,0.0,2,0.0,0.0,1
13,0.05,4,1.0,1.0,1
1,0.07,4,1.0,1.0,1
2,0.67,5,0.0,0.0,1
9,0.28,2,0.0,0.0,1
66,0.0,2,0.0,0.0,1
23,0.05,4,1.0,1.0,1
2,1.0,1,0.0,0.0,1
6,0.08,4,1.0,1.0,1
20,0.07,4,1.0,1.0,1
96,0.0,2,0.0,0.0,1
17,0.05,4,1.0,1.0,1
16,0.07,4,1.0,1.0,1
1,1.0,1,0.0,0.21,1
10,0.06,4,1.0,1.0,1
15,0.09,4,1.0,1.0,1
2,0.08,4,1.0,1.0,1
34,0.0,2,0.0,0.0,1
11,0.06,1,0.0,0.0,1
21,0.0,2,0.0,0.0,1
1,1.0,1,0.0,0.07,1
3,0.08,4,1.0,1.0,1
66,0.02,4,1.0,1.0,1
246,0.01,2,0.0,0.0,1
4,0.07,4,1.0,1.0,1
6,0.05,4,1.0,1.0,1
209,0.02,2,0.0,0.0,1
14,0.0,2,0.0,0.0,1
2,0.0,2,0.0,0.0,1
1,0.07,4,1.0,1.0,1
3,0.08,4,1.0,1.0,1
18,0.06,1,0.0,0.0,1
15,0.07,1,0.0,0.0,1
15,0.08,4,1.0,1.0,1
11,0.09,4,1.0,1.0,1
9,0.08,4,1.0,1.0,1
17,0.07,4,1.0,1.0,1
24,0.05,4,1.0,1.0,1
18,0.05,4,1.0,1.0,1
20,0.07,4,1.0,1.0,1
6,0.07,4,1.0,1.0,1
7,0.05,4,1.0,1.0,1
5,0.07,4,1.0,1.0,1
1,0.06,4,1.0,1.0,1
4,0.08,4,1.0,1.0,1
9,0.08,4,1.0,1.0,1
138,0.0,2,0.0,0.0,1
13,0.07,4,1.0,1.0,1
181,0.0,2,0.0,0.0,1
1,0.79,6,1.0,1.0,1
47,0.04,2,0.0,0.0,1
16,0.08,4,1.0,1.0,1
2,0.67,5,0.0,0.0,1
42,0.06,4,1.0,1.0,1
17,0.07,4,1.0,1.0,1
1,0.06,4,1.0,1.0,1
13,0.08,4,1.0,1.0,1
11,0.06,4,1.0,1.0,1
2,0.07,4,1.0,1.0,1
200,0.01,2,0.0,0.0,1
110,0.0,1,0.0,0.0,1
3,0.07,1,0.0,0.0,1
10,0.04,4,1.0,1.0,1
42,0.01,2,0.0,0.0,1
127,0.17,2,0.0,0.0,1
1,1.0,1,0.0,0.08,1
5,0.06,1,0.0,0.0,1
2,0.1,4,1.0,1.0,1
16,0.09,1,0.0,0.0,1
10,0.06,1,0.0,0.0,1
17,0.06,1,0.0,0.0,1
2,1.0,1,0.0,0.0,1
7,0.07,4,1.0,1.0,1
20,0.23,2,0.0,0.0,1
19,0.07,4,1.0,1.0,1
6,0.06,4,1.0,1.0,1
2,0.07,4,1.0,1.0,1
11,0.07,4,1.0,0.99,1
16,0.07,4,1.0,1.0,1
18,0.06,4,1.0,0.97,1
19,0.07,4,1.0,1.0,1
2,0.07,4,1.0,1.0,1
12,0.06,1,0.0,0.0,1
9,0.07,1,0.0,0.0,1
22,0.05,4,1.0,1.0,1
11,0.07,4,1.0,1.0,1
133,0.0,2,0.0,0.0,1
24,0.05,4,1.0,1.0,1
65,0.02,4,1.0,1.0,1
213,0.0,2,0.0,0.0,1
12,0.08,1,0.0,0.0,1
21,0.05,4,1.0,1.0,1
17,0.08,1,0.0,0.0,1
12,0.07,4,1.0,1.0,1
15,0.07,4,1.0,1.0,1
17,0.05,4,1.0,1.0,1
62,0.02,4,1.0,1.0,1
172,0.03,2,0.0,0.0,1
6,0.07,4,1.0,1.0,1
9,0.07,4,1.0,1.0,1
10,0.08,4,1.0,1.0,1
1,0.24,1,0.0,0.02,1
5,0.07,4,1.0,1.0,1
96,0.02,2,0.0,0.01,1
197,0.02,2,0.0,0.0,1
15,0.05,4,1.0,1.0,1
5,0.07,4,1.0,1.0,1
54,0.0,2,0.0,0.0,1
17,0.07,3,0.0,0.0,1
2,0.82,5,0.0,0.0,1
5,0.06,4,1.0,1.0,1
6,0.08,4,1.0,1.0,1
244,0.0,2,0.0,0.0,1
115,0.03,2,0.0,0.0,1
14,0.08,4,1.0,1.0,1
8,0.07,4,1.0,1.0,1
1,0.42,5,0.0,0.0,1
56,0.02,4,1.0,1.0,1
217,0.02,2,0.0,0.0,1
17,0.06,4,1.0,1.0,1
9,0.07,4,1.0,1.0,1
11,0.09,4,1.0,1.0,1
2,0.65,5,0.0,0.0,1
10,0.0,2,0.0,0.0,1
20,0.07,4,1.0,1.0,1
4,0.09,4,1.0,1.0,1
106,0.0,2,0.0,0.0,1
18,0.05,4,1.0,1.0,1
4,0.07,4,1.0,1.0,1
2,1.0,1,0.0,0.0,1
114,0.05,2,0.0,0.0,1
17,0.08,4,1.0,1.0,1
6,0.07,4,1.0,1.0,1
16,0.09,4,1.0,1.0,1
9,0.07,1,0.0,0.0,1
10,0.08,4,1.0,1.0,1
9,0.05,4,1.0,1.0,1
117,0.02,2,0.0,0.0,1
14,0.05,2,0.0,0.0,1
1,0.07,4,1.0,1.0,1
14,0.07,4,1.0,1.0,1
18,0.08,4,1.0,1.0,1
5,0.08,1,0.0,0.0,1
55,0.0,2,0.0,0.0,1
15,0.07,1,0.0,0.0,1
1,0.95,6,1.0,1.0,1
1,0.65,5,0.0,0.0,1
65,0.03,2,0.0,0.0,1
1,1.0,1,0.0,0.1,1
91,0.0,2,0.0,0.0,1
20,0.07,4,1.0,1.0,1
6,0.07,4,1.0,1.0,1
14,0.05,4,1.0,1.0,1
6,0.07,4,1.0,1.0,1
24,0.05,4,1.0,1.0,1
1,0.06,4,1.0,1.0,1
1,0.47,5,0.0,0.0,1
1,0.91,1,0.0,0.08,1
31,0.0,2,0.0,0.0,1
57,0.04,4,1.0,1.0,1
17,0.07,1,0.0,0.0,1
1,0.08,4,1.0,1.0,1
1,0.22,2,0.0,0.0,1
23,0.05,4,1.0,1.0,1
10,0.08,4,1.0,1.0,1
38,0.03,4,1.0,1.0,1
1,1.0,1,0.0,0.0,1
20,0.07,4,1.0,1.0,1
9,0.07,1,0.0,0.0,1
2,0.73,5,0.0,0.0,1
33,0.22,2,0.0,0.0,1
5,0.05,4,1.0,1.0,1
2,0.64,5,0.0,0.0,1
21,0.05,2,0.0,0.0,1
36,0.05,4,1.0,0.99,1
44,0.05,4,1.0,1.0,1
8,0.08,4,1.0,1.0,1
128,0.0,2,0.0,0.0,1
8,0.07,4,1.0,1.0,1
8,0.53,2,0.0,0.0,1
19,0.07,4,1.0,1.0,1
1,0.07,4,1.0,1.0,1
132,0.0,2,0.0,0.0,1
1,0.51,1,0.0,0.01,1
80,0.02,2,0.0,0.01,1
192,0.0,2,0.0,0.0,1
190,0.0,2,0.0,0.0,1
24,0.04,4,1.0,1.0,1
58,0.0,2,0.0,0.0,1
169,0.0,2,0.0,0.0,1
2,0.05,4,1.0,1.0,1
8,0.07,4,1.0,1.0,1
9,0.07,1,0.0,0.0,1
9,0.63,2,0.0,0.0,1
14,0.07,4,1.0,1.0,1
94,0.0,2,0.0,0.0,1
39,0.03,4,1.0,1.0,1
46,0.45,2,0.0,0.0,1
22,0.0,2,0.0,0.0,1
1,0.07,1,0.0,0.0,1
10,0.07,4,1.0,1.0,1
35,0.05,4,1.0,0.98,1
20,0.09,4,1.0,1.0,1
8,0.06,4,1.0,1.0,1
18,0.07,4,1.0,1.0,1
8,0.07,1,0.0,0.0,1
209,0.11,2,0.0,0.0,1
19,0.07,4,1.0,1.0,1
14,0.08,4,1.0,1.0,1
45,0.04,2,0.0,0.0,1
144,0.05,2,0.0,0.0,1
5,0.09,1,0.0,0.0,1
13,0.05,4,1.0,1.0,1
6,0.07,1,0.0,0.0,1
7,0.06,4,1.0,1.0,1
198,0.14,2,0.0,0.0,1
8,0.06,4,1.0,1.0,1
1,1.0,1,0.0,0.08,1
7,0.09,1,0.0,0.0,1
7,0.06,1,0.0,0.0,1
56,0.0,2,0.0,0.0,1
2,1.0,1,0.0,0.0,1
8,0.07,4,1.0,1.0,1
20,0.06,4,1.0,1.0,1
12,0.07,4,1.0,1.0,1
18,0.07,4,1.0,1.0,1
10,0.0,2,0.0,0.0,1
24,0.05,4,1.0,1.0,1
4,0.06,4,1.0,1.0,1
57,0.04,4,1.0,1.0,1
136,0.02,2,0.0,0.0,1
10,0.06,4,1.0,1.0,1
9,0.06,1,0.0,0.0,1
26,0.02,2,0.0,0.0,1
11,0.06,3,0.0,0.0,1
5,0.07,4,1.0,1.0,1
1,0.08,4,1.0,1.0,1
14,0.07,4,1.0,1.0,1
17,0.08,4,1.0,1.0,1
13,0.07,4,1.0,1.0,1
18,0.08,1,0.0,0.0,1
89,0.11,2,0.0,0.0,1
18,0.05,4,1.0,1.0,1
17,0.06,1,0.0,0.0,1
11,0.04,4,1.0,1.0,1
5,0.07,4,1.0,1.0,1
158,0.03,2,0.0,0.0,1
28,0.66,2,0.0,0.0,1
5,0.08,4,1.0,1.0,1
15,0.07,4,1.0,1.0,1
6,0.07,4,1.0,1.0,1
4,0.07,4,1.0,1.0,1
187,0.0,2,0.0,0.0,1
57,0.02,4,1.0,1.0,1
1,1.0,1,0.0,0.06,1
10,0.07,4,1.0,1.0,1
3,0.06,4,1.0,1.0,1
8,0.08,4,1.0,1.0,1
56,0.04,4,1.0,1.0,1
1,1.0,1,0.0,0.06,1
10,0.06,1,0.0,0.0,1
88,0.04,2,0.0,0.0,1
9,0.05,4,1.0,1.0,1
17,0.16,4,1.0,1.0,1
9,0.07,4,1.0,1.0,1
55,0.0,2,0.0,0.0,1
18,0.0,2,0.0,0.0,1
3,0.08,4,1.0,1.0,1
15,0.06,4,1.0,0.96,1
7,1.0,2,0.0,0.0,1
141,0.04,2,0.0,0.0,1
15,0.08,4,1.0,1.0,1
12,0.08,4,1.0,1.0,1
15,0.69,2,0.0,0.0,1
5,0.07,4,1.0,1.0,1
9,0.07,4,1.0,1.0,1
71,0.13,2,0.0,0.0,1
15,0.05,1,0.0,0.0,1
15,0.05,4,1.0,1.0,1
1,1.0,1,0.0,0.03,1
2,0.51,5,0.0,0.0,1
3,0.07,4,1.0,1.0,1
16,0.08,4,1.0,1.0,1
4,0.0,2,0.0,0.0,1
9,0.05,4,1.0,1.0,1
20,0.06,1,0.0,0.0,1
1,0.06,1,0.0,0.0,1
18,0.05,4,1.0,1.0,1
13,0.05,4,1.0,1.0,1
7,0.07,4,1.0,1.0,1
255,0.0,2,0.0,0.0,1
6,0.07,4,1.0,1.0,1
1,1.0,1,0.0,0.09,1
5,0.09,1,0.0,0.0,1
7,0.15,2,0.0,0.03,1
7,0.09,4,1.0,1.0,1
4,0.06,4,1.0,1.0,1
12,0.07,1,0.0,0.0,1
19,0.08,4,1.0,1.0,1
11,0.07,3,0.0,0.0,1
5,0.07,4,1.0,1.0,1
3,0.07,4,1.0,1.0,1
1,0.43,5,0.0,0.0,1
12,0.0,2,0.0,0.0,1
68,0.0,2,0.0,0.0,1
13,0.05,4,1.0,1.0,1
4,0.07,1,0.0,0.0,1
14,0.07,4,1.0,1.0,1
17,0.06,4,1.0,1.0,1
1,0.2,4,1.0,1.0,1
11,0.08,4,1.0,1.0,1
5,0.07,1,0.0,0.0,1
47,0.04,4,1.0,1.0,1
4,0.08,4,1.0,1.0,1
44,0.0,2,0.0,0.0,1
8,0.08,1,0.0,0.0,1
1,0.05,4,1.0,1.0,1
11,0.07,1,0.0,0.0,1
21,0.05,4,1.0,1.0,1
16,0.19,2,0.0,0.0,1
88,0.0,2,0.0,0.0,1
56,0.0,2,0.0,0.0,1
5,0.08,4,1.0,1.0,1
1,1.0,1,0.0,0.21,1
1,0.07,4,1.0,1.0,1
11,0.08,4,1.0,1.0,1
20,0.07,1,0.0,0.0,1
10,0.07,4,1.0,1.0,1
2,0.07,4,1.0,1.0,1
16,0.05,4,1.0,1.0,1
2,0.51,5,0.0,0.0,1
2,0.08,3,0.0,0.0,1
20,0.05,4,1.0,1.0,1
1,0.07,4,1.0,1.0,1
20,0.06,1,0.0,0.0,1
8,0.07,4,1.0,1.0,1
1,0.07,1,0.0,0.0,1
13,0.05,4,1.0,1.0,1
6,0.07,1,0.0,0.0,1
6,0.08,4,1.0,1.0,1
3,0.06,4,1.0,1.0,1
225,0.0,2,0.0,0.0,1
6,0.05,4,1.0,1.0,1
14,0.05,4,1.0,1.0,1
6,0.06,4,1.0,1.0,1
1,0.72,5,0.0,0.0,1
148,0.01,2,0.0,0.0,1
20,0.08,4,1.0,1.0,1
7,0.05,4,1.0,1.0,1
105,0.02,2,0.0,0.0,1
54,0.02,4,1.0,1.0,1
24,0.06,4,1.0,1.0,1
50,0.0,3,0.0,0.0,1
17,0.07,4,1.0,1.0,1
11,0.08,4,1.0,1.0,1
69,0.02,4,1.0,1.0,1
72,0.0,2,0.0,0.0,1
19,0.06,4,1.0,1.0,1
113,0.0,2,0.0,0.0,1
118,0.0,2,0.0,0.0,1
255,0.0,2,0.0,0.0,1
6,0.06,4,1.0,1.0,1
3,0.07,4,1.0,1.0,1
10,0.07,4,1.0,1.0,1
18,0.06,4,1.0,0.95,1
22,0.05,4,1.0,1.0,1
20,0.0,2,0.0,0.0,1
169,0.03,2,0.0,0.0,1
9,0.07,4,1.0,1.0,1
35,0.06,4,1.0,1.0,1
14,0.08,1,0.0,0.0,1
1,0.07,4,1.0,1.0,1
8,0.05,4,1.0,1.0,1
96,0.0,2,0.0,0.0,1
12,0.08,4,1.0,1.0,1
1,0.39,1,0.0,0.0,1
9,0.06,4,1.0,1.0,1
15,0.06,4,1.0,1.0,1
1,1.0,1,0.0,0.21,1
9,0.07,4,1.0,1.0,1
3,0.08,4,1.0,1.0,1
1,1.0,1,0.0,0.16,1
3,0.08,1,0.0,0.0,1
14,0.08,4,1.0,1.0,1
2,0.07,1,0.0,0.0,1
18,0.05,4,1.0,1.0,1
146,0.0,2,0.0,0.0,1
49,0.02,4,1.0,1.0,1
1,0.07,4,1.0,0.99,1
4,0.07,4,1.0,1.0,1
4,0.09,4,1.0,1.0,1
4,0.06,4,1.0,1.0,1
19,0.07,4,1.0,1.0,1
2,0.08,4,1.0,1.0,1
2,0.08,1,0.0,0.0,1
4,0.08,4,1.0,1.0,1
18,0.06,1,0.0,0.0,1
11,0.0,2,0.0,0.0,1
24,0.06,4,1.0,1.0,1
1,0.16,1,0.0,0.0,1
14,0.06,4,1.0,1.0,1
25,0.05,4,1.0,1.0,1
35,0.05,4,1.0,1.0,1
61,0.0,2,0.0,0.0,1
1,0.95,5,0.0,0.0,1
4,0.07,4,1.0,1.0,1
17,0.06,4,1.0,1.0,1
15,0.08,4,1.0,1.0,1
13,0.23,2,0.0,0.0,1
14,0.06,4,1.0,1.0,1
19,0.07,4,1.0,1.0,1
7,0.0,2,0.0,0.0,1
17,0.06,4,1.0,0.95,1
6,0.07,4,1.0,1.0,1
25,0.05,4,1.0,1.0,1
5,0.08,4,1.0,1.0,1
159,0.03,2,0.0,0.0,1
1,0.09,4,1.0,1.0,1
1,0.08,4,1.0,1.0,1
1,1.0,1,0.0,0.18,1
49,0.0,2,0.0,0.0,1
3,0.09,4,1.0,1.0,1
7,0.07,4,1.0,1.0,1
11,0.07,4,1.0,1.0,1
25,0.05,4,1.0,1.0,1
3,0.09,4,1.0,1.0,1
46,0.03,2,0.0,0.0,1
20,0.07,1,0.0,0.0,1
20,0.07,4,1.0,1.0,1
1,0.63,5,0.0,0.0,1
2,0.05,4,1.0,1.0,1
5,0.07,4,1.0,1.0,1
20,0.07,4,1.0,1.0,1
27,0.04,4,1.0,1.0,1
1,0.52,1,0.0,0.0,1
1,0.15,1,0.0,0.0,1
255,0.0,2,0.0,0.0,1
47,0.0,2,0.0,0.0,1
135,0.0,2,0.0,0.0,1
3,0.08,4,1.0,1.0,1
221,0.0,2,0.0,0.0,1
20,0.07,4,1.0,1.0,1
20,0.07,4,1.0,1.0,1
15,0.06,4,1.0,1.0,1
42,0.0,2,0.0,0.0,1
255,0.0,2,0.0,0.0,1
16,0.07,4,1.0,1.0,1
1,0.04,5,0.0,0.0,1
8,0.08,4,1.0,1.0,1
255,0.0,2,0.0,0.0,1
1,0.25,1,0.0,0.0,1
2,0.09,4,1.0,1.0,1
20,0.07,4,1.0,1.0,1
17,0.07,4,1.0,1.0,1
17,0.05,4,1.0,1.0,1
94,0.03,2,0.0,0.0,1
255,0.0,2,0.0,0.0,1
9,0.06,4,1.0,1.0,1
20,0.06,4,1.0,1.0,1
16,0.07,3,0.0,0.0,1
8,0.06,4,1.0,1.0,1
2,0.08,4,1.0,1.0,1
14,0.08,4,1.0,1.0,1
2,0.19,2,0.0,0.0,1
255,0.0,2,0.0,0.0,1
19,0.08,1,0.0,0.0,1
7,0.09,4,1.0,1.0,1
13,0.07,4,1.0,1.0,1
16,0.08,1,0.0,0.0,1
5,0.08,1,0.0,0.0,1
1,1.0,1,0.0,0.08,1
17,0.07,4,1.0,1.0,1
1,0.96,1,0.0,0.11,1
5,0.08,4,1.0,1.0,1
1,1.0,1,0.0,0.23,1
93,0.0,2,0.0,0.0,1
1,0.06,4,1.0,1.0,1
10,0.07,1,0.0,0.0,1
4,0.08,4,1.0,1.0,1
2,0.05,4,1.0,1.0,1
19,0.08,4,1.0,1.0,1
106,0.0,2,0.0,0.0,1
11,0.06,4,1.0,1.0,1
21,0.05,4,1.0,1.0,1
17,0.05,4,1.0,1.0,1
4,0.05,4,1.0,1.0,1
2,1.0,1,0.0,0.0,1
5,0.05,4,1.0,1.0,1
12,0.06,4,1.0,1.0,1
16,0.07,4,1.0,1.0,1
4,0.07,4,1.0,1.0,1
18,0.08,4,1.0,1.0,1
2,1.0,1,0.0,0.0,1
1,0.06,4,1.0,1.0,1
2,0.58,5,0.0,0.0,1
17,0.07,4,1.0,1.0,1
89,0.02,2,0.0,0.0,1
19,0.07,3,0.0,0.0,1
6,0.07,4,1.0,1.0,1
30,0.07,4,1.0,1.0,1
20,0.04,4,1.0,1.0,1
5,0.06,1,0.0,0.0,1
10,0.08,1,0.0,0.0,1
20,0.09,4,1.0,1.0,1
15,0.07,4,1.0,1.0,1
10,0.06,4,1.0,1.0,1
9,0.05,4,1.0,1.0,1
4,0.07,4,1.0,1.0,1
15,0.09,4,1.0,1.0,1
15,0.08,4,1.0,1.0,1
19,0.09,4,1.0,1.0,1
4,0.05,4,1.0,1.0,1
47,0.0,2,0.0,0.0,1
9,0.05,4,1.0,1.0,1
17,0.06,3,0.0,0.0,1
4,0.06,4,1.0,1.0,1
18,0.07,3,0.0,0.0,1
107,0.02,2,0.0,0.0,1
20,0.08,4,1.0,1.0,1
3,0.08,3,0.0,0.0,1
58,0.02,4,1.0,1.0,1
4,0.07,4,1.0,1.0,1
7,0.08,4,1.0,1.0,1
1,1.0,1,0.0,0.07,1
20,0.07,4,1.0,1.0,1
194,0.02,2,0.0,0.0,1
20,0.06,4,1.0,1.0,1
13,0.07,4,1.0,1.0,1
9,0.06,4,1.0,1.0,1
7,0.05,4,1.0,1.0,1
2,0.19,4,1.0,0.33,1
4,0.04,4,1.0,1.0,1
6,0.08,4,0.26,1.0,1
16,0.07,4,1.0,1.0,1
47,0.0,2,0.0,0.0,1
12,0.05,4,1.0,1.0,1
13,0.07,3,0.0,0.0,1
69,0.0,2,0.0,0.0,1
14,0.06,4,1.0,1.0,1
1,0.55,5,0.0,0.0,1
91,0.0,2,0.0,0.0,1
18,0.05,4,1.0,1.0,1
39,0.5,2,0.0,0.0,1
20,0.05,4,1.0,1.0,1
9,0.06,4,1.0,1.0,1
7,0.06,4,1.0,1.0,1
18,0.02,2,0.0,0.0,1
17,0.07,4,1.0,1.0,1
20,0.06,4,1.0,1.0,1
13,0.06,4,1.0,1.0,1
1,0.07,4,1.0,1.0,1
16,0.05,4,1.0,1.0,1
3,0.06,4,1.0,1.0,1
14,0.06,1,0.0,0.0,1
9,0.07,1,0.0,0.0,1
193,0.0,2,0.0,0.0,1
26,0.7,2,0.0,0.0,1
10,0.09,4,1.0,1.0,1
23,0.05,4,1.0,1.0,1
20,0.07,4,1.0,1.0,1
4,0.07,4,1.0,1.0,1
6,0.07,4,1.0,1.0,1
1,0.91,1,0.0,0.0,1
8,0.08,4,1.0,1.0,1
2,0.07,4,1.0,1.0,1
1,0.74,6,1.0,1.0,1
255,0.0,2,0.0,0.0,1
1,0.95,6,1.0,1.0,1
7,0.07,4,1.0,1.0,1
4,0.08,4,1.0,1.0,1
104,0.6,2,0.0,0.0,1
5,0.06,4,1.0,1.0,1
7,0.06,3,0.0,0.0,1
12,0.08,4,1.0,1.0,1
19,0.06,4,1.0,1.0,1
17,0.08,4,1.0,1.0,1
4,0.08,4,1.0,1.0,1
7,0.07,4,1.0,1.0,1
3,0.07,4,1.0,1.0,1
25,0.0,2,0.0,0.0,1
47,0.05,4,1.0,1.0,1
18,0.07,4,1.0,1.0,1
7,0.07,3,0.0,0.0,1
15,0.05,4,1.0,1.0,1
63,0.0,2,0.0,0.0,1
20,0.06,4,1.0,1.0,1
1,0.06,4,1.0,1.0,1
1,0.08,3,0.0,0.0,1
23,0.06,4,1.0,1.0,1
6,0.05,4,1.0,1.0,1
3,0.09,4,1.0,1.0,1
1,1.0,6,1.0,1.0,1
10,0.0,2,0.0,0.0,1
5,0.08,4,1.0,1.0,1
8,0.07,1,0.0,0.0,1
3,0.07,4,1.0,1.0,1
1,1.0,1,0.0,0.13,1
3,0.09,1,0.0,0.0,1
39,0.0,2,0.0,0.0,1
14,0.06,4,1.0,1.0,1
2,0.73,5,0.0,0.0,1
9,0.07,1,0.0,0.0,1
41,0.0,2,0.0,0.0,1
6,0.06,4,1.0,1.0,1
198,0.01,2,0.0,0.0,1
8,0.05,2,0.0,0.0,1
12,0.0,2,0.0,0.0,1
245,0.0,2,0.0,0.0,1
7,0.07,4,1.0,1.0,1
121,0.0,2,0.0,0.0,1
2,0.08,1,0.0,0.0,1
1,1.0,1,0.0,0.07,1
8,0.08,4,1.0,1.0,1
45,0.0,2,0.0,0.0,1
8,0.16,4,1.0,1.0,1
20,0.07,4,1.0,1.0,1
3,0.06,4,1.0,1.0,1
17,0.07,1,0.0,0.0,1
7,0.11,4,1.0,1.0,1
12,0.06,4,1.0,1.0,1
19,0.07,1,0.0,0.0,1
16,0.09,1,0.0,0.0,1
17,0.07,4,1.0,1.0,1
4,0.08,1,0.0,0.0,1
11,0.08,4,1.0,1.0,1
104,0.0,2,0.0,0.0,1
1,0.83,1,0.0,0.06,1
21,0.0,2,0.0,0.0,1
4,0.66,2,0.0,0.0,1
1,0.52,1,0.0,0.0,1
21,0.0,2,0.0,0.0,1
24,0.05,4,1.0,1.0,1
12,0.08,4,1.0,1.0,1
3,0.05,4,1.0,1.0,1
7,0.07,4,1.0,1.0,1
21,0.02,2,0.0,0.0,1
2,0.08,4,1.0,1.0,1
12,0.06,3,0.0,0.0,1
2,0.73,5,0.0,0.0,1
220,0.0,2,0.0,0.0,1
8,0.07,4,1.0,1.0,1
10,0.0,2,0.0,0.0,1
61,0.0,2,0.0,0.0,1
13,0.07,4,1.0,1.0,1
13,0.07,1,0.0,0.0,1
20,0.08,1,0.0,0.0,1
7,0.07,4,1.0,1.0,1
16,0.08,4,1.0,1.0,1
1,0.7,11,0.0,0.0,1
6,0.07,4,1.0,1.0,1
1,0.07,4,1.0,1.0,1
10,0.08,4,1.0,1.0,1
3,0.07,4,1.0,1.0,1
17,0.07,1,0.0,0.0,1
1,1.0,5,0.0,0.0,1
7,0.06,4,1.0,0.84,1
16,0.08,4,1.0,1.0,1
6,0.05,4,1.0,1.0,1
55,0.04,4,1.0,1.0,1
2,0.07,4,1.0,1.0,1
24,0.05,4,1.0,1.0,1
16,0.06,4,1.0,1.0,1
6,0.07,4,1.0,1.0,1
1,1.0,1,0.0,0.08,1
18,0.05,4,1.0,1.0,1
14,0.08,1,0.0,0.0,1
19,0.08,4,1.0,1.0,1
255,0.0,5,0.0,0.0,1
10,0.06,4,1.0,1.0,1
4,0.08,4,1.0,1.0,1
19,0.07,1,0.0,0.0,1
6,0.09,4,1.0,1.0,1
10,0.07,4,1.0,1.0,1
10,0.06,1,0.0,0.0,1
46,0.04,4,1.0,0.9,1
25,0.06,4,1.0,1.0,1
35,0.06,4,1.0,1.0,1
29,0.0,2,0.0,0.0,1
17,0.05,4,1.0,1.0,1
19,0.07,4,1.0,1.0,1
10,0.07,4,1.0,1.0,1
19,0.06,4,1.0,1.0,1
99,0.0,2,0.0,0.0,1
1,1.0,1,0.0,0.21,1
15,0.06,1,0.0,0.0,1
255,0.0,2,0.0,0.0,1
1,0.3,2,0.0,0.0,1
24,0.04,4,1.0,1.0,1
10,0.07,4,1.0,1.0,1
1,1.0,1,0.0,0.07,1
3,0.07,4,1.0,1.0,1
16,0.07,4,1.0,1.0,1
1,0.05,4,1.0,1.0,1
1,0.08,4,1.0,1.0,1
2,0.06,4,1.0,1.0,1
87,0.02,2,0.0,0.0,1
15,0.07,4,1.0,1.0,1
255,0.0,2,0.0,0.0,1
53,0.02,2,0.0,0.0,1
1,0.02,2,0.0,0.0,1
24,0.05,4,1.0,1.0,1
6,0.07,4,1.0,1.0,1
9,0.09,1,0.0,0.0,1
141,0.0,2,0.0,0.0,1
11,0.07,3,0.0,0.0,1
9,0.06,4,1.0,1.0,1
22,0.05,4,1.0,1.0,1
63,0.02,4,1.0,1.0,1
14,0.06,4,1.0,1.0,1
178,0.31,2,0.0,0.0,1
19,0.07,4,1.0,1.0,1
6,0.06,1,0.0,0.0,1
7,0.05,4,1.0,1.0,1
31,0.1,2,0.0,0.0,1
17,0.07,4,1.0,1.0,1
20,0.07,4,1.0,1.0,1
3,0.09,1,0.0,0.0,1
109,0.19,2,0.0,0.0,1
8,0.07,1,0.0,0.0,1
17,0.08,4,1.0,1.0,1
19,0.08,1,0.0,0.0,1
9,0.06,4,1.0,1.0,1
129,0.0,2,0.0,0.0,1
132,0.01,4,0.78,1.0,1
20,0.06,4,1.0,1.0,1
13,0.06,3,0.0,0.0,1
20,0.05,4,1.0,1.0,1
13,0.06,4,1.0,1.0,1
10,0.08,2,0.0,0.0,1
14,0.08,1,0.0,0.0,1
9,0.08,4,1.0,1.0,1
18,0.07,4,1.0,1.0,1
65,0.02,4,1.0,1.0,1
