dst_host_srv_serror_rate,dst_host_serror_rate,serror_rate,srv_serror_rate,count,flag,same_srv_rate,dst_host_srv_count,dst_host_diff_srv_rate,Malicious
1,1,1,1,103,4,0.03,3,0.07,1
0,0,0,0,122,1,0.02,2,0.09,1
0,0,0,0,3,2,1,255,0,1
1,1,1,1,146,4,0.11,10,0.06,1
0,0,0,0,511,2,1,182,0.03,1
1,1,1,1,206,4,0.02,14,0.08,1
0,0.06,0,0,1,5,1,1,0.54,1
1,1,1,1,228,4,0.06,13,0.07,1
1,1,1,1,283,4,0.04,12,0.07,1
1,1,1,1,11,4,0.55,67,0.02,1
1,1,1,1,234,4,0.02,16,0.09,1
0,0,0,0,115,1,0.1,11,0.07,1
1,1,1,1,90,4,0.07,8,0.06,1
0,0.04,0.04,0,509,1,0,1,1,1
1,1,1,1,99,4,0.03,3,0.08,1
1,1,1,1,216,4,0.03,5,0.08,1
1,1,1,1,77,4,0.23,18,0.06,1
0,0,0,0,2,2,1,173,0,1
0,0,0,0,92,2,1,92,0.02,1
1,1,1,1,227,4,0.05,11,0.08,1
1,1,1,1,101,4,0.09,1,0.06,1
0,0,0,0,2,2,1,12,0,1
1,1,1,1,137,4,0.15,20,0.07,1
0,0,0,0,1,2,1,80,0,1
1,0.92,1,1,1,6,1,1,0.9,1
1,1,1,1,144,4,0.03,5,0.05,1
0.43,0.96,1,1,23,4,0.13,7,0.07,1
0,0,0,0,4,2,1,24,0,1
0,0.05,0,0,2,1,0.5,1,0.53,1
1,0.91,1,1,213,4,0.05,11,0.07,1
0,0.15,0,0,1,2,1,19,0.02,1
0,0,0,0,2,5,1,2,0.5,1
0,0,0,0,113,2,0.67,133,0.05,1
1,1,1,1,258,4,0.05,8,0.08,1
0,0,0,0,2,5,1,2,0.74,1
0,0,0,0,219,3,0.06,13,0.07,1
1,1,1,1,265,4,0.02,18,0.09,1
0,0,0,0,31,2,1,31,0.02,1
1,1,1,1,199,4,0.04,7,0.06,1
1,1,1,1,228,4,0.03,16,0.07,1
0,0,0,0,122,1,0.13,16,0.07,1
0,0.13,0,0,3,2,1,3,0.98,1
1,1,1,1,232,4,0.01,2,0.09,1
1,1,1,1,82,4,0.23,18,0.06,1
1,1,1,1,141,4,0.13,18,0.06,1
1,1,1,1,299,4,0.08,24,0.05,1
1,1,1,1,174,4,0.1,8,0.06,1
1,1,1,1,258,4,0.02,16,0.07,1
0,0,0,0,1,2,1,56,0,1
1,1,1,1,125,4,0.02,2,0.08,1
1,1,1,1,26,4,0.27,42,0.05,1
1,1,1,1,52,4,0.04,2,0.08,1
1,1,1,1,202,4,0.06,11,0.08,1
1,1,1,1,183,4,0.07,15,0.05,1
1,1,1,1,203,4,0.02,6,0.09,1
0,0,0,0,2,1,0.5,1,0.44,1
1,1,1,1,141,4,0.09,10,0.06,1
1,1,1,1,102,4,0.03,3,0.06,1
1,0.74,1,1,193,4,0.11,16,0.17,1
1,1,1,1,271,4,0.05,13,0.07,1
1,1,1,1,278,4,0.04,4,0.07,1
1,1,1,1,116,4,0.17,20,0.05,1
1,1,1,1,294,4,0.04,11,0.06,1
1,1,1,1,133,4,0.17,22,0.05,1
0,0,0,0,1,2,1,15,0,1
1,1,1,1,7,4,0.29,2,0.08,1
0,0,0,0,1,2,1,28,0,1
0,0.02,0,0,1,2,1,50,0.02,1
1,1,1,1,133,4,0.13,6,0.07,1
1,1,1,1,1,4,1,8,0.07,1
0,0.04,0.03,0,300,1,0,1,0.97,1
0.04,0.93,1,0.71,5,4,1,139,0.07,1
1,1,1,1,143,4,0.07,10,0.06,1
1,1,1,1,140,4,0.11,16,0.05,1
1,1,1,1,118,4,0.07,8,0.05,1
1,1,1,1,145,4,0.06,2,0.07,1
1,1,1,1,16,4,0.31,57,0.04,1
1,1,1,1,102,4,0.01,1,0.05,1
1,1,1,1,171,4,0.11,2,0.07,1
1,1,1,1,269,4,0.03,8,0.07,1
1,1,1,1,95,4,0.16,13,0.06,1
0,0,0,0,77,2,1,77,0.02,1
0.11,0.58,1,1,1,4,1,9,0.17,1
0,0,0,0,116,2,0.91,180,0.04,1
1,1,1,1,277,4,0.06,32,0.06,1
1,0.99,1,1,74,4,0.27,60,0.02,1
1,1,1,1,106,4,0.14,15,0.08,1
1,1,1,1,283,4,0.04,12,0.08,1
1,1,1,1,231,4,0.03,8,0.08,1
0,0,0,0,383,2,1,174,0.02,1
0,0,0,0,230,1,0,1,0.07,1
1,1,1,1,181,4,0.01,2,0.08,1
1,1,1,1,195,4,0.03,6,0.06,1
1,1,1,1,72,4,0.14,10,0.07,1
1,1,1,1,10,4,0.6,15,0.07,1
0,0,0,0,267,1,0.02,6,0.07,1
1,1,1,1,13,4,0.15,45,0.05,1
0,0,0,0,2,5,1,2,0.82,1
1,1,1,1,202,4,0.05,10,0.08,1
1,1,1,1,139,4,0.09,5,0.07,1
0,0.08,0.05,0,423,1,0,1,1,1
1,1,1,1,282,4,0.05,13,0.06,1
1,1,1,1,227,4,0.04,10,0.06,1
0,0,0,0,115,1,0.11,13,0.06,1
1,1,1,1,269,4,0.07,20,0.05,1
1,1,1,1,104,4,0.04,27,0.05,1
0,0,0,0,115,1,0.14,16,0.06,1
1,1,0.94,1,18,4,0.28,48,0.04,1
0,0.16,0,0,35,2,0.37,27,0.57,1
1,1,1,1,232,4,0.1,24,0.06,1
1,1,1,1,220,4,0.04,8,0.07,1
1,1,1,1,22,4,0.45,66,0.02,1
1,1,1,1,297,4,0.03,2,0.07,1
0,0,0,0,1,11,1,1,1,1
0,0,0,0,201,1,0,1,0.07,1
0,0,0,0,263,3,0.03,7,0.08,1
1,1,1,1,139,4,0.01,10,0.06,1
1,1,1,1,272,4,0.03,7,0.06,1
0,0.19,0,0,7,2,0.57,4,0.98,1
0,0,0,0,1,2,1,115,1,1
0,0,0.01,0,116,1,0.01,1,0.51,1
1,1,1,1,202,4,0.09,18,0.06,1
1,1,1,1,180,4,0.1,18,0.06,1
1,1,1,1,138,4,0.09,1,0.06,1
0,0,0,0,254,2,1,255,0,1
1,1,1,1,136,4,0.08,1,0.07,1
1,1,1,1,143,4,0.05,7,0.05,1
0,0.1,0.1,0,511,1,0,1,1,1
1,1,1,1,296,4,0.06,1,0.07,1
1,1,1,1,294,4,0.06,5,0.07,1
0,0.16,0.11,0,511,1,0,1,1,1
0,0,0,0,156,1,0.12,18,0.08,1
0,0,0,0,1,5,1,1,0.59,1
1,1,1,1,100,4,0.05,4,0.07,1
0,0.16,0.23,0,509,1,0,1,1,1
1,1,1,1,93,4,0.09,8,0.06,1
0,0,0,0,108,1,0.07,8,0.07,1
1,1,1,1,189,4,0.01,1,0.06,1
1,1,1,1,212,4,0.08,16,0.07,1
0,0,0,0,1,2,1,122,0,1
0,0,0,0,126,1,0.05,6,0.07,1
1,1,1,1,126,4,0.02,15,0.07,1
1,1,1,1,240,4,0.06,15,0.06,1
0,0,0,0,1,5,1,1,0.6,1
1,1,1,1,57,4,0.25,48,0.04,1
0,0,0,0,1,2,1,212,0,1
1,1,1,1,23,4,0.17,4,0.07,1
1,1,1,1,87,4,0.02,2,0.06,1
0,0.1,0.13,0,511,1,0,1,1,1
1,1,1,1,167,4,0.15,25,0.05,1
0,0,0,0,1,2,1,2,1,1
0,0,0,0,1,2,1,74,0,1
1,1,1,1,68,4,0.12,8,0.05,1
1,1,1,1,146,4,0.1,3,0.07,1
1,1,1,1,140,4,0.08,6,0.06,1
0,0,0.94,0,35,1,0.03,1,1,1
1,1,1,1,145,4,0.07,9,0.05,1
1,1,1,1,121,4,0.09,11,0.07,1
0,0,0,0,1,5,1,1,1,1
0,0.02,0,0,511,2,1,128,0.02,1
0,0,0,0,274,1,0.03,8,0.07,1
0,0,0,0,1,2,1,129,0,1
1,1,1,1,148,4,0.12,15,0.07,1
0,0,0,0,73,1,0.16,2,0.06,1
1,1,1,1,277,4,0.02,6,0.07,1
1,1,1,1,14,4,0.5,7,0.07,1
1,1,1,1,1,4,1,39,0.04,1
0,0.08,0.06,0,478,1,0,1,1,1
1,1,1,1,128,4,0.03,8,0.06,1
0,0.05,0.07,0,197,1,0.01,1,0.78,1
1,1,1,1,207,4,0.1,20,0.05,1
1,1,1,1,258,4,0.01,3,0.07,1
0.01,0.01,0,0,1,2,1,69,0.08,1
1,1,1,1,214,4,0.09,17,0.06,1
0,0,0,0,264,1,0.07,18,0.06,1
1,1,1,1,183,4,0.04,7,0.05,1
1,1,1,1,284,4,0.05,14,0.07,1
0,0,0,0,1,1,1,1,0.61,1
1,1,1,1,140,4,0.14,2,0.06,1
0,0,0,0,1,2,1,78,0,1
0,0,0,0,125,2,1,211,0.02,1
1,1,1,1,48,4,0.27,13,0.08,1
1,1,1,1,175,4,0.02,17,0.06,1
1,0.96,1,1,246,4,0.08,20,0.1,1
0,0.01,0,0,308,2,1,56,0.05,1
1,1,1,1,14,4,0.29,51,0.05,1
1,1,1,1,208,4,0,12,0.08,1
0,0,0,0,239,1,0.06,14,0.07,1
1,1,1,1,193,4,0.08,16,0.05,1
0,0,0,0,135,1,0.06,7,0.07,1
1,1,1,1,137,4,0.1,5,0.07,1
0,0,0,0,56,2,1,56,0.02,1
1,1,1,1,249,4,0,1,0.07,1
0,0,0,0,133,1,0.05,7,0.07,1
0,0,0,0,1,2,1,246,0,1
1,1,1,1,113,4,0.08,9,0.06,1
1,1,1,1,66,4,0.05,3,0.07,1
0,0,0,0,5,1,1,21,0.05,1
0,0,0,0,131,1,0.08,10,0.06,1
0,0,0,0,115,1,0.04,5,0.08,1
1,0.99,1,1,223,4,0.05,12,0.07,1
1,1,1,1,100,4,0.11,11,0.05,1
0,0,0,0,1,5,1,1,0.84,1
1,1,1,1,269,4,0.01,4,0.06,1
1,1,1,1,217,4,0.09,20,0.05,1
1,1,1,1,116,4,0.08,10,0.07,1
0,0,0,0,215,1,0.01,3,0.09,1
0,0,0,0,1,2,1,68,0,1
0,0.04,0,0,1,5,1,1,0.64,1
1,1,1,1,112,4,0.11,15,0.07,1
0,0,0,0,12,2,0.33,4,0.22,1
0,0.13,0,0,511,2,1,23,0.13,1
1,1,1,1,129,4,0.15,19,0.06,1
0,0,0,0,91,1,0.04,4,0.06,1
1,1,1,1,51,4,0.04,2,0.08,1
1,1,1,1,242,4,0.02,7,0.07,1
1,1,1,1,131,4,0.15,3,0.13,1
0,0,0,0,14,2,0.64,9,0.15,1
0,0,0,0,1,2,1,10,0,1
1,1,1,1,231,4,0.02,5,0.07,1
0,0,0,0,1,2,1,22,0,1
0,0,0,0,117,1,0.01,1,0.07,1
1,1,1,1,275,4,0.03,7,0.05,1
1,1,1,1,172,4,0.07,3,0.07,1
1,1,1,1,136,4,0.17,23,0.05,1
1,1,1,1,256,4,0.02,6,0.07,1
1,1,1,1,101,4,0.18,1,0.06,1
1,1,1,1,298,4,0.05,16,0.06,1
0,0,0,0,142,1,0.11,31,0.05,1
1,1,1,1,282,4,0.02,16,0.07,1
0,0,0,0,1,2,1,118,0,1
0,0,0,0,1,2,1,19,0,1
1,1,1,1,102,4,0.02,4,0.07,1
0,0,0,0,1,2,1,13,0,1
1,1,1,1,146,4,0.14,9,0.05,1
0,0,0,0,1,5,1,1,0.68,1
1,1,1,1,147,4,0.14,20,0.06,1
0,0,0,0,14,2,0.07,1,0.05,1
1,1,1,1,293,4,0.08,24,0.05,1
0,0.1,0.11,0,511,1,0,1,1,1
1,1,1,1,209,4,0.1,3,0.07,1
0,0,0,0,234,1,0.08,18,0.07,1
0,0,0,0,138,3,0.09,12,0.07,1
1,1,1,1,107,4,0.05,5,0.38,1
1,1,1,1,113,4,0.15,17,0.07,1
1,1,1,1,129,4,0.03,4,0.08,1
1,1,0.59,1,176,4,0.01,19,0.06,1
1,1,1,1,192,4,0.09,18,0.07,1
1,1,1,1,230,4,0.02,5,0.07,1
1,1,1,1,121,4,0.07,10,0.06,1
1,1,1,1,188,4,0.02,3,0.07,1
1,1,1,1,217,4,0.02,5,0.07,1
1,1,1,1,209,4,0.11,24,0.06,1
1,1,1,1,127,4,0.13,36,0.05,1
0,0,0,0,1,2,1,17,0,1
0,0,0,0,509,2,1,242,0.04,1
1,1,1,1,115,4,0.03,4,0.07,1
1,1,1,1,128,4,0.03,4,0.06,1
1,1,1,1,252,4,0.02,6,0.05,1
1,1,1,1,237,4,0.08,20,0.07,1
1,1,1,1,148,4,0.03,4,0.06,1
0,0,0,0,131,1,0.14,18,0.07,1
1,1,1,1,272,4,0.02,6,0.08,1
1,1,1,1,136,4,0.05,7,0.07,1
0,0,0,0,2,5,1,2,0.67,1
0,0,0,0,2,5,1,2,0.65,1
1,1,1,1,19,4,0.47,9,0.09,1
1,1,1,1,282,4,0.07,2,0.07,1
0,0,0,0,1,2,1,66,0,1
1,1,1,1,208,4,0.03,6,0.06,1
0,0.02,0,0,14,2,0.07,1,0.37,1
1,1,1,1,278,4,0.07,20,0.06,1
1,1,1,1,86,4,0.03,18,0.08,1
1,0.98,1,1,48,4,0.33,36,0.03,1
0,0,0,0,122,2,0.84,152,0.05,1
0,0,0,0,129,1,0.02,2,0.07,1
0,0.16,0,0,40,2,0.12,15,0.62,1
0,0,0,0,127,3,0.1,13,0.07,1
1,1,1,1,269,4,0.08,21,0.05,1
0,0,0,0,44,2,1,255,0,1
0,0,0,0,71,1,0.21,4,0.07,1
1,1,1,1,104,4,0.12,13,0.07,1
0,0,0,0,2,5,1,2,0.74,1
0,0,0,0,1,2,1,164,0,1
1,1,1,1,79,4,0.24,66,0.02,1
1,1,1,1,241,4,0.07,18,0.08,1
1,1,1,1,270,4,0.04,11,0.08,1
0,0,0,0,4,2,1,255,0,1
1,1,1,1,106,4,0.19,20,0.05,1
0,0.11,0.14,0,510,1,0,1,1,1
1,1,1,1,117,4,0.15,33,0.05,1
1,1,1,1,223,4,0.1,22,0.05,1
1,1,1,1,273,4,0.08,21,0.05,1
1,1,1,1,289,4,0.09,25,0.05,1
1,1,1,1,2,4,0.5,64,0.02,1
0,0,0,0,236,2,1,236,0.01,1
1,1,1,1,239,4,0.01,13,0.07,1
1,1,1,1,300,4,0.05,14,0.06,1
1,1,1,1,108,4,0.18,6,0.07,1
0,0,0,0,116,1,0.14,16,0.07,1
1,0.96,1,1,1,6,1,1,0.95,1
0,0,0,0,1,2,1,11,0,1
1,1,1,1,292,4,0.08,24,0.05,1
0,0,0,0,223,1,0,1,0.07,1
1,1,1,0.94,233,4,0.07,6,0.07,1
1,1,1,1,258,4,0.05,13,0.07,1
1,1,1,1,1,4,1,12,0.08,1
1,1,1,1,116,4,0.14,16,0.07,1
1,1,1,1,141,4,0.06,17,0.06,1
0,0.17,0.21,0,510,1,0,1,1,1
1,1,1,1,275,4,0.01,4,0.07,1
0,0,0,0,124,2,0.84,154,0.05,1
1,0.99,1,1,215,4,0.04,8,0.07,1
0,0,0,0,246,1,0.08,19,0.07,1
1,1,1,1,126,4,0.02,3,0.05,1
1,1,1,1,264,4,0.04,11,0.09,1
1,1,1,1,141,4,0.09,14,0.06,1
0,0.05,0,0,33,2,0.52,17,0.6,1
0,0,0,0,143,1,0.1,14,0.07,1
1,1,1,1,182,4,0.05,19,0.07,1
0,0,0,0,2,2,1,22,0,1
0,0,0,0,141,1,0.11,30,0.05,1
1,1,1,1,190,4,0.01,2,0.07,1
0,0,0,0,220,1,0.02,5,0.08,1
1,1,1,1,145,4,0.09,23,0.06,1
1,1,1,1,230,4,0.04,9,0.08,1
0,0,0,0,341,2,1,255,0,1
1,1,1,1,150,4,0.13,2,0.07,1
1,1,1,1,209,4,0.05,18,0.08,1
0,0,0,0,4,5,1,255,0,1
0,0,0,0,1,2,1,90,0,1
1,1,1,1,224,4,0.05,11,0.05,1
1,1,1,1,247,4,0.04,11,0.06,1
1,1,1,1,6,4,1,6,0.07,1
0,0,0,0,2,5,1,2,0.5,1
0,0,0,0,15,2,1,255,0,1
0,0,0,0,146,1,0.12,11,0.06,1
0,0,0,0,11,2,0.18,2,0.17,1
1,1,1,1,119,4,0.13,6,0.08,1
1,1,1,1,296,4,0,3,0.06,1
1,1,1,1,228,4,0.06,20,0.06,1
0,0,0,0,253,3,0.04,11,0.07,1
0,0,0,0,245,1,0.02,4,0.08,1
1,1,1,1,277,4,0.05,13,0.07,1
1,1,1,1,223,4,0.05,19,0.08,1
1,1,1,1,247,4,0.03,1,0.07,1
1,1,1,1,112,4,0.09,10,0.09,1
0,0,0,0,101,1,0.01,1,0.07,1
1,1,1,1,284,4,0.04,12,0.07,1
1,1,1,1,261,4,0,1,0.06,1
1,1,1,1,143,4,0.15,21,0.04,1
1,1,1,1,297,4,0.07,20,0.09,1
1,1,1,1,204,4,0.08,16,0.07,1
1,1,1,1,290,4,0.07,19,0.06,1
0,0,0,0,1,2,1,76,0,1
1,1,1,1,189,4,0.11,4,0.07,1
1,1,1,1,192,4,0.04,7,0.07,1
1,1,1,1,222,4,0.09,1,0.07,1
1,1,1,1,146,4,0.11,17,0.07,1
1,1,1,1,42,4,0.29,62,0.02,1
1,1,1,1,70,4,0.24,69,0.02,1
1,1,1,1,93,4,0.03,3,0.07,1
0,0,0,0,1,2,1,129,0,1
1,1,1,1,21,4,0.43,63,0.02,1
0,0.33,0,0,511,2,1,23,0.05,1
0,0,0,0,274,3,0.07,18,0.08,1
1,1,1,1,191,4,0.09,17,0.07,1
1,1,1,1,84,4,0.12,10,0.06,1
1,1,1,1,24,4,0.08,2,0.09,1
0,0,0,0,233,1,0.06,13,0.09,1
0,0,0,0,1,2,1,192,0,1
1,1,1,1,13,4,0.15,2,0.08,1
1,1,1,1,291,4,0.02,6,0.05,1
1,1,1,1,216,4,0.11,23,0.06,1
0,0,0,0,3,2,1,84,0,1
0,0,0,0,118,1,0.12,14,0.06,1
0,0,0,0,124,1,0.02,2,0.05,1
0,0,0,0,215,1,0.07,16,0.08,1
1,1,1,1,131,4,0.18,21,0.05,1
0,0,0,0,1,2,1,127,0,1
1,1,1,1,147,4,0.1,11,0.06,1
0.01,0.01,0,0,3,2,1,255,0,1
0,0,0,0,2,5,1,2,0.74,1
1,1,1,1,123,4,0.13,9,0.07,1
1,1,1,1,144,4,0.14,20,0.05,1
0,0,0,0,285,3,0.07,19,0.07,1
1,1,1,1,239,4,0.02,4,0.07,1
0,0,0,0,2,2,0.5,240,0.02,1
1,1,1,1,123,4,0.11,14,0.05,1
0,0.07,0.08,0,511,1,0,1,0.91,1
0,0,0,0,253,1,0.03,8,0.08,1
1,1,1,1,79,4,0.14,14,0.07,1
1,1,1,1,136,4,0.04,4,0.06,1
0,0,0,0,264,1,0.02,5,0.09,1
0,0,0,0,106,3,0.02,2,0.07,1
0,0,0,0,1,2,1,131,0,1
0,0.09,0.6,0,168,2,0.4,68,0.74,1
1,1,1,1,281,4,0.04,12,0.06,1
0,0,0,0,229,3,0.07,15,0.07,1
0,0.03,0,0,6,2,0.17,1,0.76,1
0,0.09,0,0,54,2,1,154,0.4,1
1,1,1,1,198,4,0.1,20,0.07,1
1,1,1,1,148,4,0.1,15,0.06,1
1,1,1,1,239,4,0.06,2,0.07,1
0,0.24,0.21,0,509,1,0,1,1,1
1,1,1,1,130,4,0.09,4,0.06,1
1,1,1,1,131,4,0.02,2,0.06,1
0,0.01,0,0,72,2,1,72,0.64,1
1,1,1,1,47,4,0.28,64,0.02,1
0,0,0,0,52,2,0.12,6,0.23,1
0,0.03,0,0,23,2,0.26,6,0.8,1
1,1,1,1,239,4,0.01,2,0.07,1
0,0,0,0,71,2,0.23,37,0.23,1
0.56,0.99,1,1,65,4,0.25,64,0.03,1
0,0.08,0.08,0,250,1,0,1,0.98,1
1,1,1,1,210,4,0.04,8,0.08,1
0,0,0,0,1,2,1,204,0,1
1,1,1,1,215,4,0.01,2,0.08,1
0,0.08,0.08,0,509,1,0,1,0.91,1
0,0,0,0,1,1,1,1,0.32,1
1,1,1,1,27,4,0.41,11,0.07,1
0,0,0,0,1,5,1,1,0.61,1
1,1,1,1,290,4,0.04,10,0.07,1
1,1,1,1,276,4,0.03,7,0.05,1
0,0.03,0.06,0,142,1,0.01,1,0.75,1
1,1,1,1,228,4,0,1,0.08,1
1,1,1,1,283,4,0.05,6,0.09,1
0,0.16,0,0,2,1,0.5,1,0.43,1
0.5,0.52,0.65,0.5,204,3,0.01,2,0.33,1
1,1,1,1,66,4,0.23,66,0.02,1
1,0.99,1,1,64,4,0.23,55,0.02,1
0,0.16,0.14,0,511,1,0,1,1,1
1,1,1,1,101,4,0.01,1,0.07,1
1,1,1,1,168,4,0.1,4,0.07,1
0,0,0,0,269,1,0.02,6,0.06,1
1,1,1,1,261,4,0.02,6,0.06,1
0,0,0,0,1,2,1,38,0,1
1,1,1,1,126,4,0.1,6,0.06,1
0,0.08,0.07,0,397,1,0,1,1,1
1,1,1,1,199,4,0.1,19,0.08,1
1,1,1,1,279,4,0.08,21,0.05,1
1,1,1,1,221,4,0,7,0.07,1
0,0,0,0,4,5,1,255,0,1
1,1,1,1,273,4,0.03,7,0.08,1
1,1,1,1,257,4,0.02,5,0.07,1
1,1,1,1,264,4,0.04,10,0.07,1
0,0,0,0,3,2,1,63,0,1
1,1,1,1,75,4,0.16,12,0.06,1
0,0,0,0,1,2,1,16,0,1
0,0,0,0,2,5,1,2,0.69,1
1,1,1,1,264,4,0.05,7,0.08,1
1,1,1,1,250,4,0.07,18,0.06,1
1,1,1,1,232,4,0.07,16,0.07,1
1,1,1,1,205,4,0.01,3,0.08,1
1,1,1,1,230,4,0.01,2,0.08,1
0,0,0,0,1,2,1,105,0,1
1,1,1,1,35,4,0.34,12,0.08,1
0,0,0,0,2,5,1,2,0.72,1
1,1,1,1,284,4,0.02,6,0.06,1
1,1,1,1,125,4,0.01,1,0.07,1
0,0,0,0,98,2,1,98,0.61,1
1,1,1,1,16,4,0.56,9,0.07,1
1,1,1,1,154,4,0.03,5,0.07,1
1,1,1,1,224,4,0.03,7,0.08,1
0,0,0,0,245,3,0.04,11,0.07,1
0,0,0,0,1,2,1,15,0,1
0,0,0,0,252,2,1,255,0,1
0,0,0,0,2,5,1,2,0.66,1
1,1,1,1,121,4,0.17,20,0.05,1
0,0,0,0,182,1,0.08,14,0.07,1
1,1,1,1,275,4,0.01,2,0.06,1
1,1,1,1,207,4,0.04,17,0.08,1
1,1,1,1,196,4,0.05,9,0.07,1
1,1,1,1,95,4,0.13,12,0.06,1
1,1,1,1,289,4,0,4,0.07,1
1,1,1,1,266,4,0.02,4,0.07,1
0,0,0,0,4,2,1,255,0,1
1,1,1,1,211,4,0.09,18,0.08,1
0,0,0,0,1,2,1,157,0,1
0,0,0,0,2,5,0.5,1,0.58,1
1,1,1,1,245,4,0.08,20,0.07,1
0,0,0,0,1,2,1,6,0,1
0,0.08,0.06,0,477,1,0,1,1,1
0,0,0,0,126,1,0.15,19,0.06,1
1,1,1,1,261,4,0.07,17,0.07,1
0,0.19,0,0,2,1,0.5,1,0.4,1
1,1,1,1,11,4,0.45,69,0.02,1
1,1,1,1,272,4,0.01,18,0.06,1
0,0,0,0,1,2,1,37,0,1
1,1,1,1,165,4,0.06,19,0.07,1
1,1,1,1,220,4,0.03,1,0.08,1
0,0,0,0,1,2,1,72,0,1
1,1,1,1,139,4,0.04,6,0.06,1
1,1,1,1,34,4,0.41,1,0.08,1
1,1,1,1,138,4,0.14,2,0.07,1
0,0,0,0,1,2,1,68,0,1
1,1,1,1,205,4,0.02,13,0.05,1
0,0,0,0,148,1,0.07,10,0.06,1
0,0,0,0,2,5,1,2,0.74,1
1,1,1,1,190,4,0.04,7,0.07,1
0,0,0,0,276,3,0.05,14,0.07,1
1,1,1,1,253,4,0.05,11,0.07,1
1,1,1,1,150,4,0.11,10,0.07,1
0,0,0,0,249,3,0.08,19,0.08,1
0,0,0,0,7,2,1,74,0.01,1
1,1,1,1,139,4,0.13,18,0.05,1
0,0,0,0,249,2,1,255,0,1
1,1,1,1,144,4,0.14,20,0.05,1
0,0.11,0.1,0,511,1,0,1,1,1
0,0.16,0,0,2,2,1,2,0.43,1
1,1,1,1,245,4,0.07,16,0.07,1
0,0.05,0.06,0,207,1,0,1,0.82,1
0,0,0,0,139,1,0.1,3,0.07,1
1,1,1,1,236,4,0.04,10,0.06,1
1,1,1,1,121,4,0.1,9,0.08,1
1,1,1,1,141,4,0.09,13,0.05,1
1,1,1,1,275,4,0.03,8,0.07,1
1,1,1,0.9,17,4,0.53,49,0.02,1
0,0,0,0,140,1,0.09,3,0.07,1
1,1,1,1,47,4,0.4,19,0.06,1
0,0,0,0,58,2,0.98,57,0.02,1
0,0,0.01,0,73,2,0.99,72,0.01,1
1,1,1,1,230,4,0.05,12,0.06,1
0,0.02,0.04,0,145,1,0.01,1,0.58,1
0,0,0,0,1,2,1,27,0,1
0,0,0,0,1,2,1,101,0,1
1,1,1,1,203,4,0.08,17,0.05,1
0,0,0,0,3,2,1,18,0,1
0,0,0,0,1,2,1,175,0,1
0,0,0,0,147,1,0.12,12,0.07,1
0,0,0,0,2,5,1,2,0.75,1
1,1,1,1,276,4,0.06,4,0.07,1
0,0,0,0,232,1,0,1,0.08,1
1,1,1,1,139,4,0.12,16,0.06,1
1,1,1,1,289,4,0.04,11,0.08,1
0,0,0,0,1,2,1,46,0,1
0,0,0,0,1,2,1,16,0,1
0,0.19,0,0,511,2,1,7,0.2,1
1,1,1,1,132,4,0.11,6,0.14,1
1,0.81,1,1,1,6,1,1,0.76,1
0,0,0,0,216,1,0.02,4,0.08,1
0,0,0,0,146,3,0.12,17,0.06,1
1,1,1,1,209,4,0.08,10,0.06,1
1,1,1,1,249,4,0.08,2,0.09,1
0,0,0,0,196,3,0.06,11,0.07,1
0,0.03,0,0,16,2,0.12,2,0.47,1
1,1,1,1,97,4,0.01,1,0.06,1
0,0,0,0,11,2,1,121,0,1
1,1,1,1,145,4,0.03,5,0.07,1
1,1,1,1,107,4,0.13,10,0.06,1
1,1,1,1,145,4,0.13,19,0.07,1
1,1,1,1,2,4,1,46,0.05,1
0,0.01,0,0,2,1,0.5,1,0.63,1
1,1,1,1,145,4,0.12,18,0.05,1
0,0.53,0,0,1,2,1,1,0.08,1
1,1,1,1,114,4,0.04,2,0.07,1
1,1,1,1,145,4,0.03,2,0.06,1
0,0,0,0,1,2,1,129,0,1
1,1,1,1,264,4,0.06,15,0.07,1
0,0,0,0,4,2,1,229,0,1
1,1,1,1,109,4,0.01,18,0.07,1
1,1,1,1,18,4,0.33,7,0.08,1
1,1,1,1,169,4,0.08,13,0.06,1
0,0,0,0,297,2,1,255,0,1
0.67,0.13,0.79,0.67,43,3,0.07,3,0.07,1
1,1,1,1,97,4,0.01,1,0.06,1
0,0,0,0,104,3,0.01,1,0.07,1
1,1,1,1,145,4,0.14,19,0.06,1
1,1,1,1,11,4,0.18,42,0.05,1
1,1,1,1,242,4,0.01,3,0.08,1
1,1,1,1,122,4,0.11,3,0.08,1
0,0,0,0,124,1,0.15,19,0.08,1
0,0,0,0,199,1,0.1,20,0.07,1
0,0,0,0,2,5,1,2,0.2,1
1,1,1,1,240,4,0.03,7,0.06,1
0,0,0,0,2,5,1,2,0.26,1
0,0,0,0,111,1,0.15,17,0.05,1
1,1,1,1,262,4,0.01,2,0.08,1
0,0,0,0,2,1,0.5,1,0.59,1
1,1,1,1,265,4,0.06,1,0.08,1
0,0,0,0,1,2,1,107,0,1
1,1,1,1,21,4,0.1,2,0.07,1
1,1,1,1,56,4,0.2,11,0.07,1
0,0.01,0,0,20,1,0.05,1,0.07,1
0,0.02,0,0,43,2,1,43,0.64,1
0,0,0,0,149,1,0.13,12,0.07,1
1,1,1,1,202,4,0.09,19,0.07,1
1,1,1,1,23,4,0.52,61,0.04,1
0,0,0,0,1,2,1,129,0,1
1,1,1,1,147,4,0.04,2,0.08,1
